year,quarter,market,is_premium_quality,total_space,available_space,internal_class_rent,direct_available_space,direct_internal_class_rent,sublet_available_space,sublet_internal_class_rent,leasing
2020,Q2,Austin,0,28069944,3702054,34.76,3209936,35.89,492118,29.43,257258
2020,Q2,Baltimore,1,41915202,7213269,26.67,6473710,26.75,739559,25.62,177416
2020,Q2,Baltimore,0,40279224,5388561,20.21,5150162,20.27,238399,18.06,294405
2020,Q2,Boston,1,136272102,19753242,49.82,16021528,49.64,3731714,47.47,1062427
2020,Q2,Boston,0,114891456,15654747,24.12,14082821,23.89,1571926,26.82,561245
2020,Q2,Charlotte,1,37930196,4954086,33.84,4510035,34.19,444051,25.98,378899
2020,Q2,Charlotte,0,27822480,3099743,25.85,2885875,25.82,213868,26.40,170580
2020,Q2,Chicago Suburbs,1,53023060,13504531,27.69,11750836,27.94,1753695,20.68,307651
2020,Q2,Chicago Suburbs,0,46652571,13019919,20.47,12167503,20.63,852416,14.69,261395
2020,Q2,Dallas-Ft. Worth,1,123546695,29847936,27.95,25590474,28.59,4257462,23.23,1320296
2020,Q2,Dallas-Ft. Worth,0,83461739,20655376,21.43,18986868,21.49,1668508,20.68,561941
2020,Q2,Denver-Boulder,1,56008546,10910988,34.65,8970391,35.10,1940597,31.69,769450
2020,Q2,Denver-Boulder,0,57317253,10746291,25.40,9311486,25.48,1434805,24.56,399318
2020,Q2,Detroit,1,34533167,6584967,22.09,5877246,22.56,707721,17.70,367453
2020,Q2,Detroit,0,47347319,9849208,18.38,9171144,18.38,678064,14.93,302228
2020,Q2,Downtown Chicago,1,70738039,10005951,45.88,8532079,47.44,1473872,32.11,402397
2020,Q2,Downtown Chicago,0,73565769,13664173,36.96,11758022,37.99,1906151,27.64,373119
2020,Q2,Houston,1,114561955,31967411,33.45,27929910,33.96,4037501,25.35,2070157
2020,Q2,Houston,0,77636900,19557514,21.68,18636596,21.83,920918,18.03,998653
2020,Q2,Los Angeles,1,147430763,25420328,46.10,22182614,46.67,3237714,38.90,1099808
2020,Q2,Los Angeles,0,69572758,13170547,38.95,12036106,39.28,1134441,35.01,796090
2020,Q2,Nashville,1,21176858,3500225,32.73,2692429,33.17,807796,26.52,138275
2020,Q2,Nashville,0,22248695,2565929,26.44,2306777,26.62,259152,26.39,137879
2020,Q2,Manhattan,1,255710081,32266423,91.62,24859654,97.59,7406769,65.82,2335013
2020,Q2,Manhattan,0,199533594,21117992,63.91,14948455,64.76,6169537,59.27,993886
2020,Q2,Northern New Jersey,1,113615306,28601047,30.07,23295990,30.35,5305057,25.95,972472
2020,Q2,Northern New Jersey,0,33975997,6350932,23.64,5804870,23.64,546062,23.73,308847
2020,Q2,Northern Virginia,1,100803477,21386982,36.79,19660266,37.20,1726716,31.04,2110568
2020,Q2,Northern Virginia,0,50820827,9406685,30.97,8838069,31.14,568616,28.57,597414
2020,Q2,Orange County (CA),1,44530559,9229657,39.61,7646406,40.81,1583251,31.15,515557
2020,Q2,Orange County (CA),0,40699406,5945047,32.14,5037024,33.02,908023,27.88,414759
2020,Q2,Philadelphia,1,86585586,13821742,30.59,11663406,31.11,2158336,25.92,610300
2020,Q2,Philadelphia,0,45754371,8028795,25.56,7408932,25.86,619863,20.69,479950
2020,Q2,Phoenix,1,48048981,8776799,31.97,7786298,32.33,990501,28.50,257942
2020,Q2,Phoenix,0,56121474,10763311,24.83,9894348,24.84,868963,23.40,509293
2020,Q2,Raleigh-Durham,1,34867206,4738203,31.07,4128733,30.36,609470,36.10,619869
2020,Q2,Raleigh-Durham,0,20154116,2576688,23.16,2254069,23.22,322619,21.53,364140
2020,Q2,Salt Lake City,1,20461852,2022752,29.10,1621219,30.49,401533,24.17,177430
2020,Q2,Salt Lake City,0,24935745,2239621,21.55,1903537,21.91,336084,18.47,56027
2020,Q2,San Diego,1,30717491,5120429,42.10,4441008,43.00,679421,32.73,379545
2020,Q2,San Diego,0,33012845,5546774,33.80,4770525,34.63,776249,27.88,321365
2020,Q2,San Francisco,1,47195402,5142923,82.53,2540886,88.67,2602037,77.55,479711
2020,Q2,San Francisco,0,29852718,5230424,74.24,3252070,77.43,1978354,68.74,394152
2020,Q2,Seattle,1,61659714,7691305,48.29,5341052,47.11,2350253,51.68,447043
2020,Q2,Seattle,0,51891155,7040627,30.48,5923947,30.40,1116680,30.88,750774
2020,Q2,South Bay,1,34699748,5303189,68.05,4063696,71.23,1239493,54.74,136674
2020,Q2,South Bay,0,50741922,6841258,51.46,4901514,51.45,1939744,51.51,670237
2020,Q2,South Florida,1,53412752,10873758,42.29,9612893,42.70,1260865,35.71,466980
2020,Q2,South Florida,0,51380215,8026104,29.92,7420488,29.97,605616,24.89,365661
2020,Q2,Suburban Maryland,1,39820087,8356583,30.82,7456789,31.04,899794,27.15,396523
2020,Q2,Suburban Maryland,0,21724704,3429606,26.10,3295929,26.37,133677,22.85,243098
2020,Q2,Tampa,1,23113818,3205007,31.00,2663936,31.28,541071,26.41,347461
2020,Q2,Tampa,0,28107216,4632715,22.19,4068122,22.32,564593,20.03,312163
2020,Q2,US National,1,2057903498,374245067,42.10,,,,,21437476
2020,Q2,US National,0,1538864784,258187038,31.27,,,,,13069455
2020,Q2,Washington DC,1,79545380,12834290,59.89,11182602,62.12,1651688,42.80,1252929
2020,Q2,Washington DC,0,44953990,8172497,50.55,7169432,51.08,1003065,38.49,819693
2020,Q3,Atlanta,1,105601115,25731843,32.57,22661835,33.27,3070008,25.75,1122660
2020,Q3,Atlanta,0,65854383,13318990,22.29,12073661,22.44,1245329,20.53,280811
2020,Q3,Austin,1,40090080,7445220,43.62,5575179,44.36,1870041,41.08,280678
2020,Q3,Austin,0,28087286,4820120,34.48,4121494,34.96,698626,31.20,340394
2020,Q3,Baltimore,1,41915202,7792321,26.92,6995649,26.98,796672,26.32,277991
2020,Q3,Baltimore,0,40237879,5586204,20.47,5306886,20.55,279318,18.20,122985
2020,Q3,Boston,1,137418177,22397073,49.92,17556715,49.30,4840358,44.68,1701703
2020,Q3,Boston,0,114891456,16270327,24.41,14395743,24.17,1874584,27.65,944795
2020,Q3,Charlotte,1,37979446,5592654,33.68,4850910,33.85,741744,31.24,246282
2020,Q3,Charlotte,0,27822480,3353132,25.81,2964738,26.10,388394,21.95,110911
2020,Q3,Chicago Suburbs,1,53023060,14559088,27.53,12168106,27.90,2390982,20.75,326716
2020,Q3,Chicago Suburbs,0,46652571,13234765,20.44,12341809,20.61,892956,14.65,497960
2020,Q3,Dallas-Ft. Worth,1,124374054,34188840,27.51,28605993,28.09,5582847,23.91,1218504
2020,Q3,Dallas-Ft. Worth,0,83487956,22776645,21.44,20143718,21.55,2632927,20.45,604910
2020,Q3,Denver-Boulder,1,55943496,12124252,34.64,9514991,35.00,2609261,32.48,444461
2020,Q3,Denver-Boulder,0,57364424,12120411,25.37,10275420,25.51,1844991,23.99,359788
2020,Q3,Detroit,1,34533167,6907927,22.15,6136207,22.54,771720,18.01,91624
2020,Q3,Detroit,0,47347319,10155668,18.70,9427114,18.67,728554,16.05,235572
2020,Q3,Downtown Chicago,1,72529039,11181776,46.38,9293363,47.90,1888413,33.98,506369
2020,Q3,Downtown Chicago,0,73740368,15760863,37.08,13361021,37.94,2399842,29.49,441689
2020,Q3,Houston,1,113892419,32962500,33.76,28650154,34.33,4312346,26.36,1172353
2020,Q3,Houston,0,77516159,20265752,21.75,19173164,21.93,1092588,18.36,841111
2020,Q3,Los Angeles,1,147430763,27989441,47.08,23421267,47.74,4568174,40.01,1565165
2020,Q3,Los Angeles,0,69598212,14585637,38.19,12807553,38.40,1778084,35.29,417507
2020,Q3,Nashville,1,21176858,3604821,32.28,2737477,32.97,867344,24.14,111335
2020,Q3,Nashville,0,22248695,2797285,26.43,2465274,26.78,332011,24.99,153563
2020,Q3,Manhattan,1,255783341,34682376,90.08,25636977,96.60,9045399,67.95,3577595
2020,Q3,Manhattan,0,199723135,25439411,62.31,18426347,62.82,7013064,60.27,1097866
2020,Q3,Northern New Jersey,1,113615306,30414267,30.06,24816328,30.31,5597939,26.35,1800505
2020,Q3,Northern New Jersey,0,33975997,6648102,23.70,6057667,23.72,590435,23.16,260995
2020,Q3,Northern Virginia,1,100803477,22532325,36.84,20339208,37.31,2193117,30.84,854662
2020,Q3,Northern Virginia,0,50820827,9897813,30.90,9261099,31.09,636714,28.19,607791
2020,Q3,Orange County (CA),1,44764821,10007292,40.20,8183817,41.54,1823475,31.85,639034
2020,Q3,Orange County (CA),0,40699406,6346906,31.71,5345738,32.50,1001168,27.91,968152
2020,Q3,Philadelphia,1,86585586,14373116,30.61,12075925,31.11,2297191,26.21,422714
2020,Q3,Philadelphia,0,45754371,8312739,25.88,7474337,26.15,838402,21.23,192992
2020,Q3,Phoenix,1,48048981,10655498,31.95,9015276,32.44,1640222,28.69,406348
2020,Q3,Phoenix,0,56121474,11198968,24.91,10213323,24.98,985645,23.99,516744
2020,Q3,Raleigh-Durham,1,35823607,5773368,30.92,4970158,30.30,803210,34.39,166204
2020,Q3,Raleigh-Durham,0,20185116,2327964,22.91,1985395,22.96,342569,21.41,441964
2020,Q3,Salt Lake City,1,20461852,2223309,26.89,1544078,28.58,679231,23.93,78646
2020,Q3,Salt Lake City,0,24935745,2720154,21.31,2209360,21.77,510794,18.73,55203
2020,Q3,San Diego,1,30717491,5750302,41.72,4671817,42.82,1078485,35.00,210630
2020,Q3,San Diego,0,33012845,5983547,33.61,5081662,34.47,901885,27.28,371415
2020,Q3,San Francisco,1,47195402,7113987,78.69,3164590,85.05,3949397,74.29,307993
2020,Q3,San Francisco,0,30022751,6605564,71.59,3287062,74.72,3318502,68.33,191900
2020,Q3,Seattle,1,61659714,8693520,45.71,5814350,46.68,2879170,40.00,1898551
2020,Q3,Seattle,0,51891155,7608396,30.64,6099862,30.52,1508534,31.22,276971
2020,Q3,South Bay,1,34772410,5626442,66.06,4012371,68.52,1614071,56.53,323506
2020,Q3,South Bay,0,50975112,7788058,51.41,5362112,50.82,2425946,52.88,168534
2020,Q3,South Florida,1,53412752,11896793,41.84,10530373,42.20,1366420,35.17,482396
2020,Q3,South Florida,0,51380215,8311422,30.28,7534154,30.47,777268,25.96,785472
2020,Q3,Suburban Maryland,1,39820087,8876360,30.50,7964641,30.77,911719,26.47,347154
2020,Q3,Suburban Maryland,0,21724704,3468903,26.48,3277953,26.72,190950,24.92,77258
2020,Q3,Tampa,1,23747338,3934291,31.32,3238193,31.54,696098,27.08,555841
2020,Q3,Tampa,0,28107216,4662607,22.48,4106345,22.55,556262,21.27,544784
2020,Q3,US National,1,2062725280,408281108,42.17,,,,,22756083
2020,Q3,US National,0,1539053247,280708795,31.80,,,,,12266436
2020,Q3,Washington DC,1,79606239,13250106,59.23,11486137,61.59,1763969,42.62,1618463
2020,Q3,Washington DC,0,44873990,8342442,50.95,7238278,51.52,1104164,40.27,356399
2020,Q4,Atlanta,1,107571602,29418351,32.41,25735654,33.20,3682697,24.82,684223
2020,Q4,Atlanta,0,65943486,13790357,22.28,12320430,22.46,1469927,20.37,279519
2020,Q4,Austin,1,40513302,8584757,42.67,5860797,44.32,2723960,38.44,280872
2020,Q4,Austin,0,28182286,5001054,34.48,4171145,35.06,829909,30.91,255762
2020,Q4,Baltimore,1,41915202,7939328,26.84,7069339,27.04,869989,24.99,317766
2020,Q4,Baltimore,0,40191600,5585968,20.42,5249189,20.49,336779,17.75,409208
2020,Q4,Boston,1,137418177,22314770,50.34,16844627,49.02,5470143,47.74,972294
2020,Q4,Boston,0,114891456,17402541,23.90,14826426,24.00,2576115,28.16,634440
2020,Q4,Charlotte,1,38022046,5874034,33.52,5011456,33.74,862578,30.65,142997
2020,Q4,Charlotte,0,27822480,3543721,25.61,3034575,25.91,509146,21.69,220682
2020,Q4,Chicago Suburbs,1,53347060,15351937,27.59,12999595,27.97,2352342,21.79,727274
2020,Q4,Chicago Suburbs,0,46535493,13146763,20.45,12127948,20.70,1018815,15.27,336516
2020,Q4,Dallas-Ft. Worth,1,124374054,36013270,27.95,30336875,28.58,5676395,23.63,1808679
2020,Q4,Dallas-Ft. Worth,0,83640959,22971742,21.52,20273017,21.67,2698725,19.94,932289
2020,Q4,Denver-Boulder,1,56159955,13506809,34.51,10602111,34.90,2904698,32.05,578390
2020,Q4,Denver-Boulder,0,57629805,12942354,25.60,10928772,25.75,2013582,24.09,437051
2020,Q4,Detroit,1,34955604,7191053,22.02,6381202,22.31,809851,18.83,238110
2020,Q4,Detroit,0,47447319,10451974,18.87,9611118,18.86,840856,16.45,249966
2020,Q4,Downtown Chicago,1,72529039,12086860,46.08,9927938,47.96,2158922,36.53,222194
2020,Q4,Downtown Chicago,0,73956639,16905738,36.96,13811156,37.83,3094582,29.45,412640
2020,Q4,Houston,1,113892419,33778830,33.67,29464173,34.16,4314657,26.55,1374398
2020,Q4,Houston,0,77692759,20872730,21.77,19410483,22.09,1462247,16.19,613478
2020,Q4,Los Angeles,1,147555963,32360643,48.18,27110239,49.26,5250404,36.86,1367458
2020,Q4,Los Angeles,0,69748651,15620944,38.38,13194188,38.28,2426756,39.73,720687
2020,Q4,Nashville,1,21176858,3557305,31.46,2488805,32.24,1068500,25.30,105270
2020,Q4,Nashville,0,22248695,3091660,26.49,2681284,26.76,410376,25.88,97635
2020,Q4,Manhattan,1,255834271,38114844,87.82,28258987,95.16,9855857,65.71,2755717
2020,Q4,Manhattan,0,200395839,30152663,61.12,21442195,62.10,8710468,58.25,1950103
2020,Q4,Northern New Jersey,1,113615306,31013079,29.78,25204455,30.03,5808624,26.08,903048
2020,Q4,Northern New Jersey,0,33975997,6502010,23.55,5899117,23.56,602893,23.25,185284
2020,Q4,Northern Virginia,1,100803477,24023790,36.74,21347971,37.23,2675819,31.32,1392894
2020,Q4,Northern Virginia,0,50820827,9946326,30.84,9204965,31.06,741361,28.96,479824
2020,Q4,Orange County (CA),1,44764821,10327607,39.50,8390859,41.16,1936748,30.71,630600
2020,Q4,Orange County (CA),0,40699406,6457879,31.70,5446677,32.47,1011202,27.53,606207
2020,Q4,Philadelphia,1,86585586,15522108,30.53,12726689,31.10,2795419,25.74,707500
2020,Q4,Philadelphia,0,45754371,8819323,26.12,7876532,26.42,942791,22.79,199161
2020,Q4,Phoenix,1,48121868,10859984,31.79,9022297,32.40,1837687,28.13,360762
2020,Q4,Phoenix,0,56121474,12238050,24.80,11236455,24.94,1001595,22.98,429103
2020,Q4,Raleigh-Durham,1,35823607,5860072,30.74,4975516,30.17,884556,32.89,391295
2020,Q4,Raleigh-Durham,0,20185116,2450942,22.94,2073543,22.99,377399,21.34,69701
2020,Q4,Salt Lake City,1,20461852,2576360,28.43,1981082,30.19,595278,23.52,100445
2020,Q4,Salt Lake City,0,24935745,2963315,21.15,2276340,21.72,686975,19.00,65915
2020,Q4,San Diego,1,30717491,6493608,41.50,5235537,42.77,1258071,33.37,399435
2020,Q4,San Diego,0,33012845,6219225,33.56,5287078,34.37,932147,27.40,346990
2020,Q4,San Francisco,1,47369309,8240088,74.95,3686349,82.18,4553739,69.48,180478
2020,Q4,San Francisco,0,30103759,7495599,69.39,3945836,72.74,3549763,65.42,62842
2020,Q4,Seattle,1,61659714,9847030,45.39,6286331,47.16,3560699,38.58,275516
2020,Q4,Seattle,0,51891155,8561591,30.89,6464635,30.85,2096956,31.05,460149
2020,Q4,South Bay,1,34953070,5918905,64.57,4413095,66.09,1505810,57.42,261601
2020,Q4,South Bay,0,51111086,9266649,50.13,6267586,50.64,2999063,48.91,329876
2020,Q4,South Florida,1,53412752,12777620,42.24,11316240,42.57,1461380,35.62,603248
2020,Q4,South Florida,0,51380215,8245542,30.22,7421119,30.40,824423,25.97,499722
2020,Q4,Suburban Maryland,1,40182730,9356556,31.03,8038932,31.57,1317624,25.90,466055
2020,Q4,Suburban Maryland,0,21724704,3505370,26.43,3322960,26.71,182410,23.91,57317
2020,Q4,Tampa,1,23747338,4544172,30.78,3561200,31.07,982972,25.90,262665
2020,Q4,Tampa,0,28388680,4716735,22.72,4091987,22.94,624748,19.17,478409
2020,Q4,US National,1,2067090712,437858126,42.29,,,,,19775204
2020,Q4,US National,0,1541306837,297651853,32.23,,,,,12349345
2020,Q4,Washington DC,1,79606239,14404356,58.60,12166746,61.30,2237610,41.50,1264020
2020,Q4,Washington DC,0,44873990,8783088,50.80,7625543,51.39,1157545,40.11,528869
2021,Q1,Atlanta,1,107814787,30589251,32.44,26766013,33.31,3823238,24.22,854768
2021,Q1,Atlanta,0,65873645,14787990,23.32,13302979,23.45,1485011,21.74,520966
2021,Q1,Austin,1,40746879,9150649,50.90,6250434,53.02,2900215,45.98,501748
2021,Q1,Austin,0,28132320,5309149,35.56,4506863,36.05,802286,32.15,158712
2021,Q1,Baltimore,1,41915202,8077778,26.90,7145661,27.17,932117,24.74,425396
2021,Q1,Baltimore,0,40161600,5739691,20.69,5426136,20.79,313555,17.66,248268
2021,Q1,Boston,1,141241343,26009882,48.08,19684954,48.51,6324928,38.48,2242772
2021,Q1,Boston,0,115564780,18183549,23.20,15590149,22.79,2593400,28.84,865459
2021,Q1,Charlotte,1,38309313,6590166,33.56,5224711,34.09,1365455,28.93,226871
2021,Q1,Charlotte,0,28015029,3845038,25.50,3297614,25.72,547424,22.05,144960
2021,Q1,Chicago Suburbs,1,53347060,16656965,27.47,13830541,28.03,2826424,19.62,454352
2021,Q1,Chicago Suburbs,0,46492893,13156016,20.40,11745634,20.64,1410382,14.90,393679
2021,Q1,Dallas-Ft. Worth,1,124374054,35999761,27.94,30319971,28.59,5679790,23.46,1260019
2021,Q1,Dallas-Ft. Worth,0,83640959,24218106,21.50,21363229,21.64,2854877,19.90,633606
2021,Q1,Denver-Boulder,1,56159955,13646089,35.92,11146672,36.37,2499417,33.16,719710
2021,Q1,Denver-Boulder,0,57495067,13697530,27.12,11635512,27.09,2062018,27.42,551089
2021,Q1,Detroit,1,35291604,7065484,21.68,6308946,21.81,756538,20.08,250650
2021,Q1,Detroit,0,47471145,10876668,19.32,9940898,19.34,935770,16.38,142495
2021,Q1,Downtown Chicago,1,72529039,12701637,46.03,10303712,48.04,2397925,36.50,328405
2021,Q1,Downtown Chicago,0,73996639,18490181,36.98,15185977,37.83,3304204,29.42,650701
2021,Q1,Houston,1,113892419,36264701,33.21,31098851,33.53,5165850,27.82,1087687
2021,Q1,Houston,0,77651953,21029176,21.41,19649800,21.67,1379376,16.55,813274
2021,Q1,Los Angeles,1,147555963,33765766,48.84,28071151,49.75,5694615,39.88,1371675
2021,Q1,Los Angeles,0,70621301,16961750,40.48,14324516,41.03,2637234,38.64,651203
2021,Q1,Nashville,1,21176858,3835306,30.78,2687034,31.94,1148272,24.11,190713
2021,Q1,Nashville,0,22248695,3767128,26.89,3085955,26.99,681173,27.65,291260
2021,Q1,Manhattan,1,263063884,44371548,86.50,31917617,95.41,12453931,63.04,2577913
2021,Q1,Manhattan,0,202290882,35132728,60.03,25621343,61.10,9511385,56.74,1524956
2021,Q1,Northern New Jersey,1,114342930,31780970,30.25,25714781,30.49,6066189,27.02,1327959
2021,Q1,Northern New Jersey,0,34492301,6732873,24.09,6084188,24.11,648685,23.46,355353
2021,Q1,Northern Virginia,1,101071697,25759606,36.32,22849186,36.86,2910420,30.62,1096172
2021,Q1,Northern Virginia,0,51043927,10306455,30.86,9518232,31.07,788223,28.71,534071
2021,Q1,Orange County (CA),1,44784996,10101191,38.43,8012888,39.94,2088303,30.54,1081496
2021,Q1,Orange County (CA),0,40699406,7959436,31.56,6780266,32.23,1179170,26.55,431163
2021,Q1,Philadelphia,1,86585586,17038021,30.66,13959056,31.54,3078965,25.35,484368
2021,Q1,Philadelphia,0,45754371,9109853,26.06,8152338,26.32,957515,23.06,195526
2021,Q1,Phoenix,1,48501868,11526494,31.62,9445562,32.56,2080932,26.64,570073
2021,Q1,Phoenix,0,56119803,12066260,25.12,10997154,25.08,1069106,25.34,480732
2021,Q1,Raleigh-Durham,1,36667702,6848126,30.97,5840241,31.02,1007885,30.30,196050
2021,Q1,Raleigh-Durham,0,20825142,2444598,23.47,1989066,23.42,455532,23.95,394504
2021,Q1,Salt Lake City,1,20611852,2629011,26.76,2078381,28.06,550630,23.14,156312
2021,Q1,Salt Lake City,0,25009745,3157815,21.35,2466050,22.00,691765,18.75,239117
2021,Q1,San Diego,1,30717491,6753296,42.12,5461413,43.33,1291883,34.27,386437
2021,Q1,San Diego,0,33047506,6221127,33.38,5287489,34.04,933638,27.19,356594
2021,Q1,San Francisco,1,48155713,10152514,74.89,5110635,81.69,5041879,69.07,205116
2021,Q1,San Francisco,0,30231016,8544334,67.95,5096068,71.23,3448266,63.44,175857
2021,Q1,Seattle,1,63134041,11186748,46.31,7066794,48.05,4119954,40.52,934497
2021,Q1,Seattle,0,52611309,9567627,31.21,7126363,31.09,2441264,31.80,463777
2021,Q1,South Bay,1,35013070,5717472,66.52,4434029,68.76,1283443,56.05,57415
2021,Q1,South Bay,0,51087731,9676714,50.90,6559256,51.48,3117458,49.22,337419
2021,Q1,South Florida,1,53595655,13291370,42.30,11820194,44.21,1471176,33.05,429616
2021,Q1,South Florida,0,51380215,8501197,30.72,7810029,30.86,691168,26.26,482414
2021,Q1,Suburban Maryland,1,40182730,9576004,30.57,8299592,31.10,1276412,26.18,392983
2021,Q1,Suburban Maryland,0,21724704,3599405,28.20,3452815,28.27,146590,27.70,162462
2021,Q1,Tampa,1,23747338,5028340,31.47,3906246,31.71,1122094,25.81,338226
2021,Q1,Tampa,0,28562456,4648596,22.93,4143006,23.10,505590,19.70,436081
2021,Q1,US National,1,2084529268,467111842,42.79,,,,,20817529
2021,Q1,US National,0,1546628338,317451965,32.92,,,,,13112133
2021,Q1,Washington DC,1,79998239,14997696,58.68,12796511,60.99,2201185,43.55,668130
2021,Q1,Washington DC,0,44381798,9720975,50.99,8639305,52.07,1081670,39.81,476435
2021,Q2,Atlanta,1,107943296,30755214,32.25,26752407,33.13,4002807,24.99,516849
2021,Q2,Atlanta,0,65544105,14429869,23.27,13046113,23.38,1383756,22.23,461886
2021,Q2,Austin,1,41314792,9779830,50.40,7422818,51.96,2357012,45.07,991886
2021,Q2,Austin,0,28024381,5420563,35.58,4780311,35.79,640252,33.91,477781
2021,Q2,Baltimore,1,41915202,8302504,26.61,7277230,26.87,1025274,24.54,443815
2021,Q2,Baltimore,0,40161600,6028309,20.78,5671245,20.91,357064,17.29,273581
2021,Q2,Boston,1,142251546,24675840,48.05,18718749,49.24,5957091,38.07,2015420
2021,Q2,Boston,0,115517911,17804289,23.62,15378547,22.80,2425742,31.70,1136058
2021,Q2,Charlotte,1,38309313,6840076,33.10,5474760,33.97,1365316,28.16,531720
2021,Q2,Charlotte,0,27556436,3928594,25.54,3370517,25.77,558077,23.32,220964
2021,Q2,Chicago Suburbs,1,53252685,16907299,27.46,14062334,28.09,2844965,19.38,579661
2021,Q2,Chicago Suburbs,0,46219247,13618506,20.40,12187623,20.59,1430883,16.72,514563
2021,Q2,Dallas-Ft. Worth,1,124782894,36841365,27.81,31236784,28.45,5604581,23.60,1455440
2021,Q2,Dallas-Ft. Worth,0,84016940,24135616,21.62,21204127,21.75,2931489,20.13,865678
2021,Q2,Denver-Boulder,1,56422802,14312463,35.42,11406325,36.03,2906138,31.92,526040
2021,Q2,Denver-Boulder,0,57590501,14016554,27.17,12116286,27.24,1900268,26.64,934922
2021,Q2,Detroit,1,35547232,7380242,21.53,6608245,21.72,771997,19.27,494401
2021,Q2,Detroit,0,48160074,10789637,19.35,9800621,19.32,989016,18.18,224748
2021,Q2,Downtown Chicago,1,74076458,12979714,45.75,10705027,47.91,2274687,34.25,458710
2021,Q2,Downtown Chicago,0,73996639,18661790,37.12,15189673,37.86,3472117,29.78,943366
2021,Q2,Houston,1,114839225,37764434,33.57,31966672,33.86,5797762,27.70,1107637
2021,Q2,Houston,0,78312118,22090824,21.02,20364410,21.44,1726414,15.82,920575
2021,Q2,Los Angeles,1,147957008,35186916,48.45,29441844,49.65,5745072,41.45,2477342
2021,Q2,Los Angeles,0,70814480,16608522,40.62,13833974,41.40,2774548,38.16,661639
2021,Q2,Nashville,1,22834968,4755461,33.17,3493525,34.22,1261936,25.50,365294
2021,Q2,Nashville,0,22782221,4000900,27.50,3472269,27.70,528631,26.60,403358
2021,Q2,Manhattan,1,265866074,48544885,85.14,36304525,92.43,12240360,62.21,2499116
2021,Q2,Manhattan,0,201218968,37496718,60.60,28418313,62.45,9078405,53.80,2418167
2021,Q2,Northern New Jersey,1,115114093,33201363,30.25,26025580,30.51,7175783,27.70,1167524
2021,Q2,Northern New Jersey,0,34372301,6735121,24.87,5980154,24.55,754967,31.75,710874
2021,Q2,Northern Virginia,1,101593509,26446286,36.10,23309679,36.63,3136607,30.32,1803266
2021,Q2,Northern Virginia,0,50027643,10416318,30.87,9439135,31.19,977183,27.61,736287
2021,Q2,Orange County (CA),1,44784996,10686094,38.17,8566749,39.77,2119345,31.47,551906
2021,Q2,Orange County (CA),0,40720942,8027665,31.61,6834775,32.18,1192890,28.58,736235
2021,Q2,Philadelphia,1,86983586,18075683,31.12,14570060,32.26,3505623,24.80,912502
2021,Q2,Philadelphia,0,45754371,9294422,26.16,8303698,26.47,990724,23.38,216703
2021,Q2,Phoenix,1,48501868,11778778,31.35,9680710,32.35,2098068,25.87,795855
2021,Q2,Phoenix,0,55687326,12581794,24.85,11235680,24.91,1346114,23.71,654083
2021,Q2,Raleigh-Durham,1,37201738,7083557,30.99,5890368,31.04,1193189,30.35,711671
2021,Q2,Raleigh-Durham,0,20721607,2401652,23.61,1947947,23.52,453705,24.90,162778
2021,Q2,Salt Lake City,1,20611852,2779602,26.90,2167506,28.16,612096,23.09,290776
2021,Q2,Salt Lake City,0,25009745,3494830,22.52,2781404,23.46,713426,19.03,66989
2021,Q2,San Diego,1,30946153,6778900,41.86,5619826,43.00,1159074,35.38,725658
2021,Q2,San Diego,0,33047506,6454494,32.84,5738546,33.68,715948,25.53,494229
2021,Q2,San Francisco,1,48451046,11974473,74.73,6088174,81.10,5886299,68.78,571558
2021,Q2,San Francisco,0,30453024,9086830,67.62,5949530,70.30,3137300,62.10,506105
2021,Q2,Seattle,1,63134041,12228268,47.55,8285289,48.48,3942979,44.89,645858
2021,Q2,Seattle,0,52346113,9963298,30.80,7620154,31.17,2343144,28.84,495512
2021,Q2,South Bay,1,35013070,5763612,63.83,4267119,66.90,1496493,50.59,741945
2021,Q2,South Bay,0,50789771,10332748,53.20,7195383,53.86,3137365,51.01,411806
2021,Q2,South Florida,1,53595655,12930254,42.19,11398998,44.29,1531256,32.42,1099599
2021,Q2,South Florida,0,51380215,8202874,31.37,7395203,31.48,807671,28.17,898815
2021,Q2,Suburban Maryland,1,40182730,9740938,30.46,8369205,31.08,1371733,25.45,314783
2021,Q2,Suburban Maryland,0,21724704,3637238,27.58,3419829,27.69,217409,28.08,287831
2021,Q2,Tampa,1,23747338,5362775,32.43,3966728,32.60,1396047,26.74,376011
2021,Q2,Tampa,0,28562456,4821493,23.10,4183102,23.25,638391,19.98,332975
2021,Q2,US National,1,2097173409,485590270,43.28,,,,,26734187
2021,Q2,US National,0,1545005722,324261441,33.47,,,,,17666724
2021,Q2,Washington DC,1,79998239,15733444,58.45,13644829,60.52,2088615,43.24,1561944
2021,Q2,Washington DC,0,44492377,9779973,50.48,8713522,51.48,1066451,39.68,498216
2021,Q3,Atlanta,1,108333796,31773511,32.69,27713749,33.65,4059762,24.71,1486274
2021,Q3,Atlanta,0,65544105,14278276,23.39,12930774,23.60,1347502,20.96,636546
2021,Q3,Austin,1,41483544,9364615,51.38,7335224,52.08,2029391,48.45,1071181
2021,Q3,Austin,0,28140877,5019035,35.75,4455149,36.21,563886,31.38,461385
2021,Q3,Baltimore,1,41915202,8474096,26.39,7382307,26.72,1091789,24.08,701467
